link,title,description
https://de.linkedin.com/jobs/view/working-student-in-productmanagement-m-f-d-at-superlyst-ventures-3318295161?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=objXm2oMwu%2BYOtz7B4%2BZfw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,Working Student in Productmanagement (m/f/d),"
Who we are:Superlyst Ventures is a seed-stage investor, focussing on founders building the next wave of tech-driven companies. We actively support the teams we invest in strategy, go-to-market and follow-on fundraising - always working beyond limits to turn visions into reality.Our Mission:Our aim is to boost the entrepreneurial ecosystem by allocating ﬁnancial and/or operational resources to founders with a potentially valuable idea or an existing product. We help to launch, build and grow tech-startups from the idea-stage to Series-A.In this case, we are basically recruiting for one of our portfolio companies resp. partners: DMEXCO (the leading digital marketing Business Event in Europe)TasksBecome a member of our small and agile Superlyst team and receive responsibility from day one in designing and achieving the conzept and targets of the largest european digital mearketing event.In a nutshell, you will support the Advisor Agency Scheme of DMEXCO in all relevant business developement and communication tasks. More detail:You’ll support the core team on a daily base from October to september 2022, when the next event cologne will take placeYou’ll support us with co- and further development of our CRM database (Hubspot) and measures such as pushing new Ideas, creating presentations for internal and external publicationsYou will independently own the lead gen funnel via HubspotYou will be given research activities and look for new potential Leads across the digital marketing agency environment every day and keep us up to date on emerging trendsYou’ll be an active part in helping us to improve our day to day businesses and get the chance to implement new ideas and marketing strategiesYou will help to create best written content and social media posts to attract more potential customersYou will help us to develop our automated project management processes and communicationYou’ll also reach out to agencies and evaluate both team and product maturityWith this role you will be able to set the baseline for your path as a longterm business developement and marketing student or internshipRequirementsYou enjoy working on a creative and analytical projectmanagement approachYou are preferably in the third or fourth semester of a university degree in business, marketing or any equivalent fieldYou have a certain talent for creativity and design, as well for data and analyticsIdeally you are familiar with Hubspot CRM and Social Media Content Creating and PostingYou are passionate about technology and innovation and self-motivatedYou are comfortable with a proactive, team-oriented attitude, flexibility and have the ability to work under pressureYou have very good knowledge of the common MS Office tools (Excel, PowerPoint, Word) as well of creative toolsYou are proficient in written and spoken German and EnglishBenefitsIn return, we offer you an exciting long-term employment during your academic studies – the estimated working time per week is approx. 20 h / week that will help you to combine your theoretical knowhow with real life practice. Responsibility from day oneA modern office in city center next to the Eisbach Welle (yes we also have boards and wetsuits ;-)) with lots of Cafés and cultural spots next doorWorking together with the Founders and Partners of two Venture Capital Funds. And gaining insights on venture business for freeFlat hierarchies and constant knowledge exchangeA working model that supports remote work (hybrid, 2 days office 2 days remote)If you are interested in contributing your commitment to a highly motivated and entrepreneurial team, we would like to get to know you. How to apply?submit your applicaton via our process. In lieu of your application, please respond to the following questions:What is your availability for this role - starting date (ideally from October)Give us a two sentence summary about your academic/professional background. Tell us about a specific accomplishment from your background that explains how you fit with our candidate description above.
"
https://de.linkedin.com/jobs/view/business-administration-working-student-m-f-d-at-certivity-3319618503?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=ecA2XZLVoVdNieqlO1MXdA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Business & Administration Working Student (m/f/d),"
About The JobWe are looking for an extraordinary person that shares our vision of the future of legal & regulatory processes and that have the drive to be part of a group that rethinks how companies work with regulations.We are looking for you as a Business & Administration Working Student (m/f/d) that will work closely with our CEO & CPO and the Team behind. You will get hands-on knowledge in all commercial topics, such as Finance, Sales, Procurement and Business Development.The missionMost important to us is that you are open-minded with an entrepreneurial spirit.While we will get you acknowledged with insights into automotive regulations, your attention to detail is paramount.Your tasks will be varied fromConducting market research on potential partners, customers, and competitorsExploring and evaluating business opportunities and partnershipsEvaluating, improving, and setting up processes across the different company functions, such as finance, HR, and legalHelping to scale the organization and implementing critical business tools and processes such as ISO27001/TISAXPreparing presentations and other marketing materials for customersInvolvement in customer acquisition and negotiationsProviding key information and progress KPIs to key stakeholdersYour profileCurrently in a Bachelor or Master program in a business & law or technical field Hands-on mentality and flexibility to perform different tasksThe ability to research and deep dive into topicsWilling to push the boundaries in a dynamic work environmentTeam player willing to go out of your way to help othersSolid Microsoft Office skills (incl. Word, Excel and PowerPoint)Length: Minimum 6 months (with options to extend), 15-20h/weekGood knowledge of spoken and written English (company language is English)Are located in Munich - we will work in hybrid mode but we love to connect in the officeWhy us?The most important thing is you can shape and have an impact on a cloud software product, with a state-of-the-art tech stack and your contribution will have an impact on the company's success.Besides that, we offer:Working in an early-stage start-up with a world-class team and flat hierarchiesSignificant learning opportunity across a broad range of topics with a guaranteed, fast learning curve and sufficient freedomHigh level of responsibility and impact on the companyFair compensation, flexible working schedules, free choice of when you want to work - flextime and hybrid work is standardA comfortable environment: we value leisure time, family and friends, open communication, and feeling comfortable is very important to usA team that is very welcoming to new members, we’re embracing each other and learn from our mutual experiences, and celebrate togetherStartup feeling in the Werksviertel in Munich at Werk1 (right next to a Ferris wheel!) Free beverages (water, tea, coffee, beer) in our officeClosingNo matter your origin, ethnicity, gender identity, religion, or individual requirements @Certivity all that counts is you as a person! Convince us with your personality and your skills - and together we will make great things happen.If you’re interested, drop us your application and a short description of yourself.Show us who you are and what you're proud of!We are looking forward to meeting you!We are not interested in freelancers, headhunters, or other types of agencies.Founded in 2021, we at Certivity are a young, creative, and dynamic team of highly skilled domain experts working on innovative RegTech Software. Our solution will shape and define the term “RegTech” as we develop a completely new product for the highly complex and not yet digitized environment of product regulations. Our primary focus is the automotive industry, with options to expand to many other domains as well. Our B2B cloud platform bundles all relevant tasks for compliance with vehicle regulations and laws. For more information about us and our product have a look at our website.
      "
https://de.linkedin.com/jobs/view/working-student-risk-management-at-state-street-3311985706?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=GJ%2FyiBzxPVagtQRYu1dQzw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,Working Student Risk Management,"
Who We Are Looking ForYou are currently studying and want to gain experience in risk management? Join the risk management function at State Street, one of the world’s leading financial institutions, as a working student.We are looking for your support in our Recovery & Resolution Planning (RRP) as well as Internal Capital Adequacy Assessment Process (ICAAP) Teams in Munich.What You Will Be Responsible ForDepending on your skills and preferences, in the RRP & ICAAP team you willGet a broad understanding of risk management, capital adequacy as well as recovery & resolution planningFace a wide range of different tasks, such as data analysis, process improvements, ESG-risk assessment, stress testingSupport the monthly, annual as well as ad-hoc reporting processes for capital adequacyStay up-to-date with regulations and industry best practicesWhat We ValueThese skills will help you succeed in this roleExcellent analytical skills, fast learner, ability to identify challenges and propose solutionsHigh degree of pragmatism with a solution-oriented approachStrong team player – able & interested in working in an international environmentYou can work up to 20 hours/week during your semestersKnowledge of Microsoft OfficeEducation & Preferred QualificationsYou are studying (last semester of Bachelor, or beginning of Master) economics, mathematics, statistics, business administration and/or computer scienceYou can work up to 20 hours/week during your semestersYou have strong interests in capital markets and ideally first experiences from internshipsYou are proficient in written and spoken English and GermanAbout State StreetWhat we do. State Street is one of the largest custodian banks, asset managers and asset intelligence companies in the world. From technology to product innovation we’re making our mark on the financial services industry. For more than two centuries, we’ve been helping our clients safeguard and steward the investments of millions of people. We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients.Work, Live and Grow. We make all efforts to create a great work environment. Our benefits packages are competitive and comprehensive. Details vary in locations, but you may expect generous medical care, insurance and savings plans among other perks. You’ll have access to flexible Work Program to help you match your needs. And our wealth of development programs and educational support will help you reach your full potential.Inclusion, Diversity and Social Responsibility. We truly believe our employees’ diverse backgrounds, experiences and perspective are a powerful contributor to creating an inclusive environment where everyone can thrive and reach their maximum potential while adding value to both our organization and our clients. We warmly welcome the candidates of diverse origin, background, ability, age, sexual orientation, gender identity and personality. Another fundamental value at State Street is active engagement with our communities around the world, both as a partner and a leader. You will have tools to help balance your professional and personal life, paid volunteer days, matching gift program and access to employee networks that help you stay connected to what matters to you.State Street is an equal opportunity and affirmative action employer.Discover more at StateStreet.com/careersJob ID: R-719402
      "
https://de.linkedin.com/jobs/view/working-student-student-brand-ambassador-berlin-m-f-d-at-yfood-labs-3320116982?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=PHpT39IYa%2F7esMYyRzd4Cg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Fail,Fail
https://de.linkedin.com/jobs/view/working-student-m-f-d-in-the-area-of-r-d-power-modules-at-w%C3%BCrth-elektronik-group-3322466748?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=pqD1b9PXvfnsmM2MugwRLg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Working Student (m/f/d) in the area of R&D power modules,"
Welcome on Board The Würth Elektronik Group with more than 8000 employees in 50 countries manufactures and sells electronic and electromechanical components, circuit boards and intelligent power and control systems. The business unit Würth Elektronik eiSos with Headquarters in Waldenburg, Germany, is specialized on electronic and electromechanical components and one of the most successful in the Würth Group.Many perspectives. One goal. Start speeding in the direction of practice.Working Student (m/f/d) in the area of R&D power modules | | München | Job-ID 3406 Your tasks on board Your main task is to enhance an existing thermal simulation tool for power modules with new features.Developing software algorithms for thermal simulationsSetup and run finite element simulationsDeveloping hardware for reference measurements and perform thermal measurementsOptimize and extend already existing thermal analysis toolYour RequirementsStudies in the field of electrical engineering or physics, information technology or comparable course of studyGood understanding of electronic componentsExperience with FEM simulations, desired software knowledge in ANSYSGood German and English skillsYour strengths: analytical thinking, ability to work in a team, Independent, self motivated and structured way of workingYour perspectiveOutstanding corporate culture that puts a high value on mutual esteem and team spiritExtensive orientation training and numerous learning and development opportunitiesDiverse benefits such as our WEtality health and sports programme, a subsidized company canteen, corporate events, commuting allowanceWe live and value diversityPossibility to write the final thesis in the company www.we-online.com/career Würth Elektronik eiSos GmbH & Co. KG Human Resources | Nicole RößnerMax-Eyth-Straße 1 | 74638 Waldenburg | GermanyTel. +49 7942 945 3526more than you expect
      "
https://de.linkedin.com/jobs/view/working-student-seo-content-marketing-m-f-d-munich-at-avi-medical-3318291938?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=7A5u7sD3okrnTYuNDeXMBw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Working Student SEO & Content Marketing (m/f/d) Munich,"
        Wir sind ein junges Unternehmen mit der Mission, die ambulante, allgemeinmedizinische Patientenbetreuung in das 21. Jahrhundert zu bringen. Dazu entwickeln wir nutzerorientierte, digitale Anwendungen, die den Austausch zwischen Patienten und Praxen erleichtern, transparenter machen und administrative Arbeiten automatisieren. Kernelement der Patientenbetreuung bleibt das medizinische Wissen und Können der Ärztinnen und Ärzte und der physische Kontakt - Avi Medical betreibt moderne und einladende Arztpraxen in attraktiven Lagen, in denen Ärzte durch Abnahme administrativer Tätigkeiten und Bereitstellung unserer digitalen Anwendungen die bestmögliche Patientenversorgung anbieten können.AufgabenDeine AufgabenDu erstellst eigene Texte sowie Briefings für andere Texter:innenDu optimierst unseren Content kontinuierlich auf Keywords, Conversion, Lesbarkeit und inhaltliche TiefeDu reicherst unseren Content durch weitere passende Inhalte an (Bilder, Tabellen, Listen)Du bist verantwortlich für die Keywordrecherche und Konkurrenzanalyse von SEO-relevanten ThemenDu übernimmst das technische SEO, wie z.B. das Audit der WebsiteDu erstellst und pflegst Seiten in unserem Content Management SystemDu arbeitest Hand in Hand mit Texter:innen, Designer:innen, dem Marketing- und Produkt-Team zusammenQualifikationDu studierst idealerweise Journalismus, Kommunikationswissenschaft, Germanistik, Marketing oder einen anderen spannenden Studiengang an einer Uni oder FHDu bringst eine hervorragende Rechtschreibung und Grammatik, hohes Qualitätsbewusstsein und textliche Kreativität mitIdealerweise hast du erste Berufserfahrung (z.B. durch Praktika) im Bereich SEO oder Marketing und beherrschst HTMLDu besitzt Neugier, Zuverlässigkeit und Freude an Neuem genauso wie Tech- und Gesundheits-Affinität sowie Interesse an StartupsBenefitsWas wir bietenCooles Büro im Herzen von München mit einem internationalen und ambitionierten TeamEin Umfeld für dich um dein Wissen aus dem Studium umzusetzenEine angenehme ArbeitsatmosphäreAttraktive Bezahlung und flexible ArbeitszeitenWertschätzende Team- und FeedbackkulturEinen klaren Wachstumspfad zum modernsten und digitalsten Gesundheitsunternehmen DeutschlandRegelmäßige TeameventsFür dein Wohlbefinden sorgen wir mit gesunden Snacks, Getränken und einer Qualitrain-Mitgliedschaft Die Chance einen echten Einfluss auf Menschenleben zu haben!Wir freuen uns auf deine Bewerbung!
"
https://de.linkedin.com/jobs/view/working-student-%E2%80%93-regulatory-affairs-at-brainlab-3319655901?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=i5%2BpBDPBbqEaJvMUKsYFfw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Fail,Fail
https://de.linkedin.com/jobs/view/working-student-%C4%B1ntern-global-recruiting-f-m-d-at-navvis-3319021460?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=EJR6Esnlhbiypfu%2BuCU7CA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Working Student / Intern - Global Recruiting (F/M/D),"
The OpportunityAre you ready to take on the incredible opportunity to shape our recruitment processes to attract the best and brightest talent across different functions? You will play a key role in helping NavVis meet and exceed its goals in its accelerated growth journey.We are not only keen on growing the company alone, but developing people as well. Which is why in this role, you would have the chance to own your own projects on a range of exciting topics including employer branding, new ATS implementation, hiring strategies, and much more!You will be working in an experienced and internationally diverse recruiting team of nine. We are sure you will equally enjoy working with the rest of the People Team comprising People Partners and Operations experts!If you are a self-starter, an engaging communicator, and can imagine yourself working in a dynamic environment, we look forward to hearing from you!How You Will Make An ImpactYou will actively support the recruitment team along the whole recruitment cycle by helping write and publish engaging job ads, actively source candidates, and screen applications and candidatesYou will have the opportunity to work on initiatives such as recruiting newsletters, employee referral bonus programs, identifying career events, and moreYou will get to work on key People projects by closely working with other members of the team on state-of-the art processes around recruiting, employer branding, etc. What Will Help You Succeed In The RoleOngoing studies in HR, Psychology, Business Administration, Communications, or related fieldKeen interest in recruiting and other personnel topics, with a desire to make an impact in a multicultural, fast-growing start-upAn analytical and problem-solving mindset that will equip you to own and run projects independentlyInitial experience in a fast-growing startup or in talent acquisition would be beneficialStrong communication skills in English and German – both written and spokenHow we will know if we are a perfect matchYour recruiting partner for this role is Madhulika (she/her). You can expect to go through a screening call, and up to 2 rounds of interviews, where we would love to discover your passion and interests, introduce you to who we are and what drives us, and finally understand how we can potentially add value to each other's growth.How We Will Keep You SmilingIt's important to take a break from work! We offer 20 days of paid time off per yearWe offer flexible working hours and a hybrid work setup, enabling you to plan your work around your life, and not your life around work!A competitive salary that values the strengths you bringUp to 4000 EUR employee referral bonusAs an intern or a working student at NavVis, you will have the chance to be truly involved in projects and gain first-hand experience in a fast-growing companyWe care deeply about the development of our student employees. Your supervisor will do regular 1:1s & retrospectives to make sure we are constantly getting better at what we do. You will also have the chance to be involved in our 360° developmental feedback aimed at holistic professional developmentGerman language classes to help you in your journey of integrating into the German culture!Great potential for internal growth and exploring wider opportunities within NavVis
"
https://de.linkedin.com/jobs/view/%C4%B1ntern-working-student-%E2%80%93-marketing-communication-10-15-hours-per-week-at-brainlab-3319657695?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=dL0wszKxdEGoK0E8oh27ag%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Application Consultant (m/w/d) – Image Guided Surgery (IGS),"
Um Unsere Ziele Zu Erreichen, Suchen Wir Engagierte Kollegen (m/w/d), Die Hinter Unseren Grundwerten Neugier, Authentizität Und Nutzen StehenDas 1989 in München gegründete Technologieunternehmen Brainlab entwickelt, produziert und vermarktet softwaregestützte Medizintechnologie, die den Zugang zu verbesserten, effizienteren und weniger invasiven Patientenbehandlungen ermöglicht. Unser Schlüssel zum Erfolg ist unser kreatives, talentiertes und hart arbeitendes Team, das aus ca. 2000 engagierten und inspirierenden Mitarbeitern (m/w/d) an 25 Standorten weltweit besteht.StellenbeschreibungAls Application Consultant (w/m/d) liegt der Schwerpunkt Ihrer Aufgabe in der Betreuung unserer Kund:innen. Von der Installation der medizinischen Systeme zusammen mit unseren Servicetechnikern bis hin zum späteren Einsatz im Operationssaal stellen Sie sicher, dass die Systeme optimal eingesetzt werden. Darüber hinaus bearbeiten Sie eigenständig kleinere Vertriebsprojekte in enger Zusammenarbeit mit dem regionalen Verkaufsleiter.Ihre Aufgaben SindAusbildung, Schulung, Anleitung und Unterstützung von Ärzt:innen und Krankenhauspersonal vor OrtEffektive Kommunikation mit Kund:innen, um Probleme zu verstehen und angemessen zu lösenMontage, Installation und Inbetriebnahme von Brainlab IGS & DIOR LösungenImplementierung und Integration von Brainlab Produkten an bildgebende 3rd Party Geräte (z.B. Mikroskop, C-Bogen) bzw. an die Krankenhausarchive (z.B. KIS, PACS) , zum Teil per Remote-ZugriffInitiieren und Unterstützen von Sales Projekten (Upgrades, Instrumente, Verbrauchsartikel, Serviceverträge)Beratung der Kund:innen rund um das Brainlab Portfolio Service und DienstleistungenUnterstützung des Verkaufsleiters durch klinische Demonstrationen sowie kontinuierlicher Austausch über das aktuelle Marktgeschehen, KOLs und KundenentwicklungenRegelmäßiger Austausch mit dem R&D und dem Produktmanagement bezüglich der Benutzung und der Weiterentwicklung der Brainlab ProdukteDie Position wird vom Home Office besetzt. Die Ausbildung für diese Rolle wird an unserem Hauptsitz in München und auf Kundenseite mit erfahrenen Kolleg:innen durchgeführt.QualifikationenAbgeschlossenes technisches Studium oder gleichwertige Ausbildung mit BerufserfahrungIdealerweise erste Erfahrung in einer technischen Support-Position im medizinischen UmfeldKenntnisse in der Computer- und Netzwerktechnologie sowie in Video- & Audiostreaming sind von VorteilSelbstständige Arbeitsweise, Teamgeist, Flexibilität, Souveränität und Überzeugungsstärke im Umgang mit Kund:innen sowie Freude an der KundenbetreuungHervorragende Organisations- und Planungsfähigkeiten: Priorisierung von Aufgaben, effektives ZeitmanagementSinn für HumorHohe Reisebereitschaft (80%) innerhalb der DACH Region und gültige Kfz-FahrerlaubnisHervorragende schriftliche sowie mündliche Kommunikationsfähigkeit in Deutsch sowie gute EnglischkenntnisseZusätzliche InformationenEin sich gegenseitig unterstützendes und internationales TeamDie Möglichkeit zu sehen, wie sich Ihre Arbeit positiv auf die tägliche Arbeit von Kliniken auf der ganzen Welt auswirktFlexible Arbeitszeiten / Home OfficeAusgewogene Work-Life-BalanceFaires VergütungspaketFirmenwagen, Handy, Laptop - auch für den privaten GebrauchRegelmäßige After-Work-, Team- und FirmenveranstaltungenUmfassende Aus- und WeiterbildungsmöglichkeitenInteressiert? Dann freuen wir uns auf Ihre Online Bewerbung mit der Angabe Ihres frühestmöglichen Startdatums und Ihrer Gehaltsvorstellung!
      "
https://de.linkedin.com/jobs/view/working-student-data-curation-artificial-%C4%B1ntelligence-%E2%80%93-medicine-at-brainlab-3319660029?refId=OTUDwhXZq61KLGes3GY03A%3D%3D&trackingId=DPJPXmXm2ssx9olCWzcc3Q%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,Fail,Fail
